Date	Start time	Leadtext	name	org name	episode nr	Season number	Widescreen (16:9)	Duration (minutes)	Parental rating	B-line	Country of Origin	Production Year	Genre	Synopsis this episode	Synopsis	Cast	Director	Rerun	Unique ID	Last episode this season	HD	House number	Event number	Signing available	Audio description available	Media ID	RMS ID	Whats'On Product Code	Catch-up Days	Preview Days
	22:55		Savaş Fabrikaları	War Factories	1	1	TRUE	60		İngiltere, belgesel dizisi, 2019	United Kingdom	2019	Belgesel/ Tarih/ Teknoloji	Alman Havacılığı. Alman havacılığı en parlak döneminde üç milyon işçi çalıştırdı ve onbinlerce uçak üretti. Almanlar Avrupa semalarına egemen olmayı nasıl başardılar ve sonra herşey nasıl çok kötüye gitti?	Savaşı sadece asker sayınızla, generallerinizin akıllı ve savaş stratejinizin cesur olmasıyla değil, yeterli cephane, uçak ve yiyeceklerle kazanabilirsiniz. 2. Dünya Savaşı bir fabrikalar savaşıydı.			FALSE		false	TRUE	51006347	31798449	FALSE	FALSE					
	23:55		Doğu Ekspresi'ni Aramak	In Search of the Orient Express	2	1	TRUE	50		Fransa, ıki bölümlük belgeseli, 2018	France	2018	Belgesel/ Tarih/ Seyahat	2. Bölüm	Doğu Ekspresi bir efsanedir, macera umudu veren, benzersiz bir lüks içinde seyahat etmeye bir davettir. Dünyanın en ünlü tren efsanesinin ardında ne olduğunu gerçekten kim biliyor?			FALSE		true	FALSE	50015335	31798450	FALSE	FALSE					
	00:45		Auschwitz - Bir Gün	Auschwitz - One Day	0	0	TRUE	65		Almanya, belgesel, 2020	Germany	2020	Belgesel/ Tarih/ Savaş		Bu belgesel, Auschwitz toplama kampında 1944'te tipik bir günün hikayesini anlatıyor; yapım İsrail'in Yad Vashem anıt alanında tutulan benzersiz bir belgeye dayanıyor.	Nick Bolton	Winfried Laasch, Friedrich Scherer	FALSE		false	TRUE	51012712	31798451	FALSE	FALSE					
	01:50		Nil: 5000 Yıllık Tarih	The Nile: 5000 Years of History	2	1	TRUE	60		İngiltere, belgesel dizisi, 2018	United Kingdom	2018	Belgesel/ Tarih	102. Bettany bu bölüme, az insanın bildiği Nil uzantısında başlıyor, bir zamanlar burası Mısır'ın ana yoluydu, Kleopatra bu yolu, ülkeyi gezmek ve halkın kendisini görmesini sağlamak için kullanmıştı.	Dahabiya teknesinde seyahat eden Bettany Hughes, mühteşem Nil Nehrinde, Kahire'den 1609 km uzaklaşaraki Aswan Barajına doğru ilerliyor. Yol boyunca en sembolik ve en göz kamaştıran yerlerde duruyor.			FALSE		false	FALSE	50014435	31798452	FALSE	FALSE					
	02:50		İtalya'nın Görünmeyen Şehirleri	Italy's Invisible Cities	2	1	TRUE	55		İngiltere, belgesel dizisi, 2016	United Kingdom	2016	Documentary/History	Venedik. Alexander Armstrong ve Dr Michael Scott, büyüleyici su şehri Venedik'i keşfediyor. Çamur üzerine inşa edilen bu şehrin bugün nasıl ayakta kaldığını anlayabilmek için kanallarına giriyorlar.	3 boyutlu tarama teknolojisinin kullanıldığı programda, tarihçi Scott, Napoli, Venedik ve Floransa'nın derinliklerine inerek, 2000 yıllık tarih konusunda izleyicilere yepyeni anlayışları sunuyor.			FALSE		false	FALSE	50008641	31798453	FALSE	FALSE					
	03:45		Ön Cepheler	WWII: Frontlines	5	1	TRUE	55		Birleşik Krallık, belgesel dizisi, 2020	United Kingdom	2020	Belgesel/ Tarih/ Savaş	112. Tepe. Haziran-Temmuz 1944: D-Gününden üç hafta sonra Müttefiklerin ilerleyişi durmuştur; 112 numaralı Tepenin etrafındaki tarlalar Nazilerin daha fazla savaşamayacağı acımasız bir yıpratma harbinin başlangıcı olur.	Kuzey Afrika'dan Kuzey Avrupa'ya ve Akdeniz'den Pasifik'e II. Dünya Savaşında ön cephede savaşan askerlerin maruz kaldıkları koşulların devasa çeşitliliğini inceliyoruz.			FALSE		false	FALSE	51010558	31834627	FALSE	FALSE					
	04:40		Renklerle 2. Dünya Savaşı	World War II In Colour	12	1	TRUE	55		İngiltere, belgesel dizisi, 2009	United Kingdom	2009	Belgesel/ Tarih/ Savaş	Avrupa'da Zafer. Avrupa'da savaşın son ayları şok edici ve umutsuzdu. Bu bölüm, İngiliz ve Amerikalıları Ren Nehrinden geçerken izlerken, Rusları da Polonya'dan Almanya'ya doğru geçmeye çalışırken ekrana getiriyor.	En son renklendirme tekniği kullanılarak çekilen bu belgesel, 2. Dünya savaşının tüm hikayesini daha önce hiç görülmemiş bir tarzda aktarıyor.			FALSE		false	TRUE	335550	31834628	FALSE	FALSE					
	05:35		İlk On Savaş Hali	Top Ten Warfare	8	1	TRUE	55		Birleşik Krallık, belgesel dizisi, 2015	United Kingdom	2015	Belgesel/ Tarih/ Savaş	Komutanlar. 20. yüzyılın en büyük komutanları savaş halini hem stratejik hem de taktiksel düzeyde anlamışlardı; bazıları korku ve sindirmeyle  birliklerine sadakat aşılrken diğerleri güven ilhamı verirdi.	Bu modern çağda savaş halinin hikayesi; Spitfire'den ikinci Irak savaşının hayalet bombacıları, her bir bölüm 20. ve 21. yüzyılın çatışmalarından on hikaye içermektedir.			FALSE		false	TRUE	51010863	31834629	FALSE	FALSE					
2021-03-03	06:30		Müzedeki Gizemler	Mysteries at the Museum	5	11	TRUE	40		Birleşik Krallık, belgesel dizisi, 2016	USA	2016	Belgesel/ Tarih	Tarih Öncesi Et ve Fazlası. Dünyayı şoke eden bir açcılık gebresinin ardındaki gerçeği ortaya çıkarın, tabu yıkan bir buluşa ilham veren bir tuvaleti denetleyim ve en trajik aşk hikayesini hatırlatan bir heykeli inceleyin.	Müzeler geçmişin muhteşem hazinelerini sergiler, her eserin ardında anlatılması gereken bir öykü ve sırlar bulunur - bunlar skandal, gizem, cinayet ve entrika dolu hikayelerdir.	Don Wildman		FALSE		false	TRUE	51007357	31834630	FALSE	FALSE					
	07:10		Yasak Tarih	Forbidden History	6	5	TRUE	65		İngiltere, belgesel dizisi, 2017	United Kingdom	2018	Belgesel/ Tarih/ Din	Gizli Topluluklar: Dünyaya Hakim Olmak. Jamie gerçek bir masonla tanışır ve kapalı kapılar ardında ne olup bittiğini öğrenir. Bilderberg Grubu'nu araştırır ve dünyayı kimin yönettiği konusuna açıklık getirmek için Kakabadse ile buluşur.	Bu dizi, savaş zamanı sırlarının, kaybolan medeniyetlerin, tarihi röliklerin, uzun süre inanılmış olan komplo teorilerinin, müthiş hazineler hakkındaki tarihçelerin inanılmaz öykülerinden oluşuyor.			FALSE		true	FALSE	50008023	31834631	FALSE	FALSE					
	08:15		Müzedeki Gizemler	Mysteries at the Museum	9	12	TRUE	55		Birleşik Krallık, belgesel dizisi, 2016	USA	2016	Belgesel/ Tarih	Tek Boynuzlu Lancelot ve Fazlası. Don Wildman, popüler bir sirkte yer alan mistik bir tek boynuzlunun kökenlerini, kayıp bir ABD politikacısının kafa karıştıran dosyasını ve gezengendeki en ölümcül yaratıklardan birinin saldırısını inceler.	Müzeler geçmişin muhteşem hazinelerini sergiler, her eserin ardında anlatılması gereken bir öykü ve sırlar bulunur - bunlar skandal, gizem, cinayet ve entrika dolu hikayelerdir.	Don Wildman		FALSE		false	TRUE	51007375	31798458	FALSE	FALSE					
	09:10		Müzedeki Gizemler	Mysteries at the Museum	10	12	TRUE	55		Birleşik Krallık, belgesel dizisi, 2016	USA	2016	Belgesel/ Tarih	Büyük Yılan Avı ve Fazlası. Missouri'de küçük bir kasabayı işgal eden bir Asya kobra türünü, garip bir cinayetin mahali olan bir vagonu ve zararsız olduklarını ispatlamak için köpekbalıkları ile yüzen zengin bir maceraperesti inceliyoruz.	Müzeler geçmişin muhteşem hazinelerini sergiler, her eserin ardında anlatılması gereken bir öykü ve sırlar bulunur - bunlar skandal, gizem, cinayet ve entrika dolu hikayelerdir.	Don Wildman		FALSE		false	TRUE	51007376	31834632	FALSE	FALSE					
	10:05		Müzedeki Gizemler	Mysteries at the Museum	11	12	TRUE	50		Birleşik Krallık, belgesel dizisi, 2016	USA	2016	Belgesel/ Tarih	Metal Galipleri ve Fazlası. Bir Nobel Ödülü sahibinin Nazilere rağmen yaptığı riski bir deneyi, kötü ünlü bir mafya patronunun kariyerini sonlandıran yaratıcı bir yakalama operasyonunu ve Vietnam'dan yapılan hayat kurtarıcı bir hava kurtarma operasyonunu soruşturuyoruz.	Müzeler geçmişin muhteşem hazinelerini sergiler, her eserin ardında anlatılması gereken bir öykü ve sırlar bulunur - bunlar skandal, gizem, cinayet ve entrika dolu hikayelerdir.	Don Wildman		FALSE		false	TRUE	51007377	31834633	FALSE	FALSE					
	10:55		Deşifre Hazineler	Treasures Decoded	5	3	TRUE	55		Birleşik Devletler, belgesel dizisi, 2014	United Kingdom	2014	Belgesel/ Tarih/ Arkeoloji/ Gezi	Kutsal Kasenin Peşinde. Kutsal Kase, İsa'nın Son Akşam Yemeği'nde içinden içtiği efsanevi kupadır; uzmanlarımız hikayesinin izini sürüyor ve nasıl dünyanın en kalıcı dini sembollerinden biri haline geldiğini keşfediyor.	Dünyanın en büyük hazinelerinin dikkat çekici gizemlerini keşfedin; bir bilim insanları ekibi her bir nesneyi, son teknoloji adli tıp dahil çeşitli yeni tekniklerle inceliyor.	Mark Bazeley	Paul Williams	FALSE		false	TRUE	51011900	31834634	FALSE	FALSE					
	11:50		Piramitler: Gizemi Çözmek	The Pyramids: Solving the Mystery	2	1	TRUE	60		Fransa, belgesel dizisi, 2019	France	2019	Belgesel/ Tarih	Saqqara, İlk Piramit. Saqqara'nın merkezinde, MÖ 2600 yılında yapılmış, Mısır'daki en büyük nekropol olan Zoser Piramidi bulunur. Sıradışı bir tasarıma sahip olan bu piramit, ilk piramit olup, en karmaşık yapıya sahiptir.	Eski Mısırbilimciler, piramitlerin yapımındaki gizemleri çözmek ve Mısır'ı 5000 yıl önceki haliyle yeniden yaratmak için hava ve uydu görüntülerini kullanan yeni bir araç geliştirir.		François Pomès	FALSE		false	FALSE	50014812	31834635	FALSE	FALSE					
	12:50		Nil'i Taramak	Scanning the Nile	3	1	TRUE	60		Fransa, belgesel dizisi, 2020	France	2020	Belgesel/ Tarih/ Gezi	Luksor'un Firavunlarını Aramak. Nil kıyısında inşa edilen Luksor, Yeni Krallık'ın en büyük anıtlarına ev sahipliği yapıyor: Karnak kompleksi, Denderah tapınağı ve milyon yıllık II. Ramses kalesi.	Eski Mısır'ın büyümesinde kutsal nehrin oynadığı muazzam role bir göz atıyoruz; en son teknolojinin kullanımıyla nehrin yüzyıllar içinde nasıl geliştiğine şahit oluyoruz.	Jean-Marc Lancelot	Anne-Fleur Delaistre	FALSE		false	TRUE	51012021	31834636	FALSE	FALSE					
	13:50		Deşifre Hazineler	Treasures Decoded	4	2	TRUE	60		Birleşik Krallık, belgesel serisi, 2014	United Kingdom	2014	Belgesel/ Tarih/ Arkeoloji/ Gezi	Karasakalın Gemisi. Bilim insanları North Carolina'daki 300 yıllık batık geminin tarihi eserlerini incelerler; Karasakalın gemisi olaran tanımlanan geminin kalıntılarının tarihin en kötü şöhretli korsanı hakkında bize ne anlatabileceğini gün yüzüne çıkarırlar.	Dünyanın en büyük hazinelerinin dikkat çekici gizemlerini keşfedin; bir bilim insanları ekibi her bir nesneyi, son teknoloji adli tıp dahil çeşitli yeni tekniklerle inceliyor.			FALSE		false	FALSE	51007084	31834637	FALSE	FALSE					
	14:50		Nil: 5000 Yıllık Tarih	The Nile: 5000 Years of History	3	1	TRUE	60		İngiltere, belgesel dizisi, 2018	United Kingdom	2018	Belgesel/ Tarih	103. Bettany, 'dünyanın en büyük açık hava müzesi' olan Luksor'a geliyor. Bettany, Krallar Vadisi'ne giderken, ekip ara veriyor; burası firavunların 500 yıldır gömülü olduğu yer.	Dahabiya teknesinde seyahat eden Bettany Hughes, mühteşem Nil Nehrinde, Kahire'den 1609 km uzaklaşaraki Aswan Barajına doğru ilerliyor. Yol boyunca en sembolik ve en göz kamaştıran yerlerde duruyor.			FALSE		false	FALSE	50014436	31834638	FALSE	FALSE					
	15:50		İtalya'nın Görünmeyen Şehirleri	Italy's Invisible Cities	3	1	TRUE	60		İngiltere, belgesel dizisi, 2016	United Kingdom	2016	Documentary/History	Floransa. Armstrong ve Dr Scott Floransa'yı keşfe çıkıyor. Bina cepheleri ve sanat eserlerinin gizli bir entrikayı nasıl sakladığını ve güçlü aile Medicilerin, nasıl her şeyin arkasında  olduğunu irdeliyorlar.	3 boyutlu tarama teknolojisinin kullanıldığı programda, tarihçi Scott, Napoli, Venedik ve Floransa'nın derinliklerine inerek, 2000 yıllık tarih konusunda izleyicilere yepyeni anlayışları sunuyor.			FALSE		true	FALSE	50008642	31834639	FALSE	FALSE					
	16:50		Ön Cepheler	WWII: Frontlines	6	1	TRUE	65		Birleşik Krallık, belgesel dizisi, 2020	United Kingdom	2020	Belgesel/ Tarih/ Savaş	Bastogne. Aralık 1944: korkunç bir kışın pençesinde olan Avrupa'da Hitler'in Panzerleri Arden ormanında Müttefiklerin ön cephesine yapılan saldırıya öncülük eder; amaç cepheyi yarıp Antwerp limanını tekrar ele geçirmektir.	Kuzey Afrika'dan Kuzey Avrupa'ya ve Akdeniz'den Pasifik'e II. Dünya Savaşında ön cephede savaşan askerlerin maruz kaldıkları koşulların devasa çeşitliliğini inceliyoruz.			FALSE		false	FALSE	51010559	31834640	FALSE	FALSE					
	17:55		Renklerle 2. Dünya Savaşı	World War II In Colour	13	1	TRUE	65		İngiltere, belgesel dizisi, 2009	United Kingdom	2009	Belgesel/ Tarih/ Savaş	Pasifik'teki Zafer. Japonya'nın asla teslim olmayacağına inanan Truman yönetimi, Hiroşima ve Nagazaki'ye atom bombası atarak savaşı korkunç bir sona sürükler.	En son renklendirme tekniği kullanılarak çekilen bu belgesel, 2. Dünya savaşının tüm hikayesini daha önce hiç görülmemiş bir tarzda aktarıyor.			FALSE		true	TRUE	335551	31798468	FALSE	FALSE					
	19:00		İlk On Savaş Hali	Top Ten Warfare	9	1	TRUE	60		Birleşik Krallık, belgesel dizisi, 2015	United Kingdom	2015	Belgesel/ Tarih/ Savaş	Savaşan Güçler. Başarılı bir çatışma gücünü ne tanımlar? Savaş hali son yüzyılda radikal bir biçimde değişti ve silahlı kuvvetler yeni teknoloji ve taktiklere uyum sağlamak zorunda kaldı.	Bu modern çağda savaş halinin hikayesi; Spitfire'den ikinci Irak savaşının hayalet bombacıları, her bir bölüm 20. ve 21. yüzyılın çatışmalarından on hikaye içermektedir.			FALSE		false	TRUE	51010864	31798469	FALSE	FALSE					
	20:00		Deşifre Hazineler	Treasures Decoded	6	3	TRUE	55		Birleşik Devletler, belgesel dizisi, 2014	United Kingdom	2014	Belgesel/ Tarih/ Arkeoloji/ Gezi	Atlantisin Peşinde. Deniz tarafından yutulan bir medeniyet olan Atlantis efsanesini Platon 2000 yıl önce yazdı, ancak bu gerçek olaylara mı dayanıyordu? Bilim adamları, efsaneyi yansıtan bir felaketin yeni kanıtlarını ortaya koyuyor.	Dünyanın en büyük hazinelerinin dikkat çekici gizemlerini keşfedin; bir bilim insanları ekibi her bir nesneyi, son teknoloji adli tıp dahil çeşitli yeni tekniklerle inceliyor.	Mark Bazeley	Paul Williams	FALSE		true	TRUE	51011901	31798470	FALSE	FALSE					
	20:55		Ölüm Makineleri	Killing Machines	2	1	TRUE	65			Australia	2016		102. İnsanların duvar inşa ettikleri andan itibaren başkalarının o duvarları yıkmak için yol bulması gerekti.	İster basit araçlar, isterse mühendislik ve bilim harikaları olsun, ölüm makineleri mühendisliğin ve inovasyonun hep ön saflarında yer aldı ve savaşın sadece sürekli değişen yüzünü şekillendirmedi.			FALSE		false	FALSE	50000214	31798471	FALSE	FALSE					
	22:00		Piramitler: Gizemi Çözmek	The Pyramids: Solving the Mystery	3	1	TRUE	55		Fransa, belgesel dizisi, 2019	France	2019	Belgesel/ Tarih	Meidum ve Sahte Piramitin Gizemi. Meidum, piramitlerin en az bilineni, ama en gizemli olanıdır. Yeni teknolojinin olağanüstü kullanımı sayesinde, bilim adamları gökyüzüne açılan bir yapının merkezine ulaşabiliyorlar.	Eski Mısırbilimciler, piramitlerin yapımındaki gizemleri çözmek ve Mısır'ı 5000 yıl önceki haliyle yeniden yaratmak için hava ve uydu görüntülerini kullanan yeni bir araç geliştirir.		François Pomès	FALSE		false	FALSE	50014813	31798472	FALSE	FALSE					
	22:55		Savaş Fabrikaları	War Factories	2	1	TRUE	60		İngiltere, belgesel dizisi, 2019	United Kingdom	2019	Belgesel/ Tarih/ Teknoloji	Krupp. Krupp ailesi Otuz Yıl Savaşları'ndan beri silah üretiyor. Krupp, Hitler'den çok daha önce, Alman İmparatorluğu'nun yeniden doğması beklentisiyle silah üretimine başlamış.	Savaşı sadece asker sayınızla, generallerinizin akıllı ve savaş stratejinizin cesur olmasıyla değil, yeterli cephane, uçak ve yiyeceklerle kazanabilirsiniz. 2. Dünya Savaşı bir fabrikalar savaşıydı.			FALSE		false	TRUE	51006348	31798473	FALSE	FALSE					
	23:55		Keltler: Kan, Demir ve Kurban	The Celts: Blood, Iron And Sacrifice	1	1	TRUE	70		İngiltere, belgesel dizisi, 2015	Germany	2015		101. Orta Avrupa Alplerindeki Keltlerin kökenleri ekranlarınıza geliyor.İmparatorluk şehrini dehşet içinde bırakan Roma'nın kuzeyindeki savaşta, Romalılarla yaşanan ilk teması tekrar yaşayın.	Keltler ve Romalılar arasındaki mücadelenin mirasının bugünkü dünyayı nasıl şekillendirdiğine tanık olun, Avrupa'nın en tarihi ve en esrarengiz halklarını keşfedin.			FALSE		false	FALSE	50000731	31798474	FALSE	FALSE					
	01:05		Türk Pasaportu	Turkish Passport	0	0	TRUE	110		Türkiye, belgesel, 2011	Turkey	2011	Belgesel/ Tarih/ Savaş		Bu belgesel, onbinlerce Yahudiye Türk pasaportu vererek hayatını kurtaran Türk diplomatlarının Fransa ve diğer Avrupa ülkelerindeki maceralarını anlatıyor.		Burak Cem Arlıel	FALSE		false	TRUE	51011232	31798475	FALSE	FALSE					
	02:55		Nil: 5000 Yıllık Tarih	The Nile: 5000 Years of History	3	1	TRUE	55		İngiltere, belgesel dizisi, 2018	United Kingdom	2018	Belgesel/ Tarih	103. Bettany, 'dünyanın en büyük açık hava müzesi' olan Luksor'a geliyor. Bettany, Krallar Vadisi'ne giderken, ekip ara veriyor; burası firavunların 500 yıldır gömülü olduğu yer.	Dahabiya teknesinde seyahat eden Bettany Hughes, mühteşem Nil Nehrinde, Kahire'den 1609 km uzaklaşaraki Aswan Barajına doğru ilerliyor. Yol boyunca en sembolik ve en göz kamaştıran yerlerde duruyor.			FALSE		false	FALSE	50014436	31798476	FALSE	FALSE					
	03:50		İtalya'nın Görünmeyen Şehirleri	Italy's Invisible Cities	3	1	TRUE	50		İngiltere, belgesel dizisi, 2016	United Kingdom	2016	Documentary/History	Floransa. Armstrong ve Dr Scott Floransa'yı keşfe çıkıyor. Bina cepheleri ve sanat eserlerinin gizli bir entrikayı nasıl sakladığını ve güçlü aile Medicilerin, nasıl her şeyin arkasında  olduğunu irdeliyorlar.	3 boyutlu tarama teknolojisinin kullanıldığı programda, tarihçi Scott, Napoli, Venedik ve Floransa'nın derinliklerine inerek, 2000 yıllık tarih konusunda izleyicilere yepyeni anlayışları sunuyor.			FALSE		true	FALSE	50008642	31798477	FALSE	FALSE					
	04:40		Ön Cepheler	WWII: Frontlines	6	1	TRUE	60		Birleşik Krallık, belgesel dizisi, 2020	United Kingdom	2020	Belgesel/ Tarih/ Savaş	Bastogne. Aralık 1944: korkunç bir kışın pençesinde olan Avrupa'da Hitler'in Panzerleri Arden ormanında Müttefiklerin ön cephesine yapılan saldırıya öncülük eder; amaç cepheyi yarıp Antwerp limanını tekrar ele geçirmektir.	Kuzey Afrika'dan Kuzey Avrupa'ya ve Akdeniz'den Pasifik'e II. Dünya Savaşında ön cephede savaşan askerlerin maruz kaldıkları koşulların devasa çeşitliliğini inceliyoruz.			FALSE		false	FALSE	51010559	31834641	FALSE	FALSE					
	05:40		Renklerle 2. Dünya Savaşı	World War II In Colour	13	1	TRUE	50		İngiltere, belgesel dizisi, 2009	United Kingdom	2009	Belgesel/ Tarih/ Savaş	Pasifik'teki Zafer. Japonya'nın asla teslim olmayacağına inanan Truman yönetimi, Hiroşima ve Nagazaki'ye atom bombası atarak savaşı korkunç bir sona sürükler.	En son renklendirme tekniği kullanılarak çekilen bu belgesel, 2. Dünya savaşının tüm hikayesini daha önce hiç görülmemiş bir tarzda aktarıyor.			FALSE		true	TRUE	335551	31834642	FALSE	FALSE					
